,Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,Latest Budget Changes,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,Original Budget,Original Completion,Original Expected Duration,Latest Budget Changes (Scaled to Original),Total Budget Changes (Scaled to Original),Latest Schedule Changes (Scaled to Original),Total Schedule Changes (Scaled to Original),Total Frequency of Budget Changes,Total Frequency of Schedule Changes,Cumulative Budget Changes ($),Cumulative Schedule Changes (days),Budget_Change_Boolean,Schedule_Change_Boolean,Cumulative Budget Changes (no. of times),Cumulative Schedule Changes (no. of times)
1998,2019-09-01,815,Queens Public School @ Parcel F,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,2016-11-15,80742228.0,1475289.0,-10852601.0,2021-09-03,0.0,0.0,91594829.0,2021-09-03,1753.0,0.016106684363153295,-0.11848486555938655,0.0,0.0,4.0,0.0,-10852601.0,0.0,1.0,0.0,4.0,0.0
2007,2018-03-01,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,2017-03-24,50918140.0,0.0,-6089333.0,2020-09-03,0.0,0.0,50918140.0,2020-09-03,1259.0,0.0,-0.1195906409778519,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,2018-08-01,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,2017-03-24,42865010.0,-8053130.0,-6089333.0,2020-09-03,0.0,0.0,50918140.0,2020-09-03,1259.0,-0.1581583694926798,-0.1195906409778519,0.0,0.0,4.0,0.0,-8053130.0,0.0,1.0,0.0,1.0,0.0
2005,2019-01-01,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,2017-03-24,44060629.0,1195619.0,-6089333.0,2020-09-03,0.0,0.0,50918140.0,2020-09-03,1259.0,0.023481199431086838,-0.1195906409778519,0.0,0.0,4.0,0.0,-6857511.0,0.0,1.0,0.0,2.0,0.0
2004,2019-05-01,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,2017-03-24,44370943.0,310314.0,-6089333.0,2020-09-03,0.0,0.0,50918140.0,2020-09-03,1259.0,0.006094370297108261,-0.1195906409778519,0.0,0.0,4.0,0.0,-6547197.0,0.0,1.0,0.0,3.0,0.0
2003,2019-09-01,816,Staten Island D75 replacement @ 15 Fairfield New Construction,Design and construction of a new school,Schools,Staten Island,SCA,DOE,Construction,2017-03-24,44828807.0,457864.0,-6089333.0,2020-09-03,0.0,0.0,50918140.0,2020-09-03,1259.0,0.008992158786632818,-0.1195906409778519,0.0,0.0,4.0,0.0,-6089333.0,0.0,1.0,0.0,4.0,0.0
2012,2018-03-01,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction Procurement,2016-12-27,117171000.0,0.0,-21721218.0,2021-09-03,0.0,0.0,117171000.0,2021-09-03,1711.0,0.0,-0.18538049517372046,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,2018-08-01,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,2016-12-27,92719448.0,-24451552.0,-21721218.0,2021-09-03,0.0,0.0,117171000.0,2021-09-03,1711.0,-0.20868262624710893,-0.18538049517372046,0.0,0.0,4.0,0.0,-24451552.0,0.0,1.0,0.0,1.0,0.0
2010,2019-01-01,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,2016-12-27,94381565.0,1662117.0,-21721218.0,2021-09-03,0.0,0.0,117171000.0,2021-09-03,1711.0,0.014185395703715083,-0.18538049517372046,0.0,0.0,4.0,0.0,-22789435.0,0.0,1.0,0.0,2.0,0.0
2009,2019-05-01,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,2016-12-27,95075081.0,693516.0,-21721218.0,2021-09-03,0.0,0.0,117171000.0,2021-09-03,1711.0,0.005918836572189364,-0.18538049517372046,0.0,0.0,4.0,0.0,-22095919.0,0.0,1.0,0.0,3.0,0.0
2008,2019-09-01,817,Queens Academy of American Studies,Design and construction of a new school,Schools,Queens,SCA,DOE,Construction,2016-12-27,95449782.0,374701.0,-21721218.0,2021-09-03,0.0,0.0,117171000.0,2021-09-03,1711.0,0.003197898797484019,-0.18538049517372046,0.0,0.0,4.0,0.0,-21721218.0,0.0,1.0,0.0,4.0,0.0
2017,2018-03-01,833,4Th Ave. Safety Improvements Phase II-Vision Zero,"The scope includes expanding and raising the existing medians (currently in temporary materials) and includes sidewalk extensions, street trees (where feasible), benches, and wayfinding.",Streets and Roadways,,DDC,DOT,Design,2016-07-14,74377000.0,0.0,-11533000.0,2021-06-07,0.0,303.0,74377000.0,2021-06-07,1467.0,0.0,-0.15506137650079999,0.0,0.2065439672801636,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,2018-08-01,833,4Th Ave. Safety Improvements Phase II-Vision Zero,"The scope includes expanding and raising the existing medians (currently in temporary materials) and includes sidewalk extensions, street trees (where feasible), benches, and wayfinding.",Streets and Roadways,,DDC,DOT,Construction Procurement,2016-07-14,58175000.0,-16202000.0,-11533000.0,2021-07-28,51.0,303.0,74377000.0,2021-06-07,1467.0,-0.2178361590276564,-0.15506137650079999,0.034764826175869123,0.2065439672801636,4.0,4.0,-16202000.0,51.0,1.0,1.0,1.0,1.0
2015,2019-01-01,833,4Th Ave. Safety Improvements Phase II-Vision Zero,"The scope includes expanding and raising the existing medians (currently in temporary materials) and includes sidewalk extensions, street trees (where feasible), benches, and wayfinding.",Streets and Roadways,,DDC,DOT,Construction Procurement,2016-07-14,62953000.0,4778000.0,-11533000.0,2021-06-29,-29.0,303.0,74377000.0,2021-06-07,1467.0,0.06424028933675734,-0.15506137650079999,-0.019768234492160874,0.2065439672801636,4.0,4.0,-11424000.0,22.0,1.0,1.0,2.0,2.0
2014,2019-05-01,833,4Th Ave. Safety Improvements Phase II-Vision Zero,4TH AVENUE SAFETY IMPROVEMENTS PHASE II - VISION ZERO GREAT STREETS,Streets and Roadways,,DDC,DOT,Construction Procurement,2017-06-01,58469000.0,-4484000.0,-11533000.0,2021-11-03,127.0,303.0,74377000.0,2021-06-07,1467.0,-0.06028745445500625,-0.15506137650079999,0.08657123381049761,0.2065439672801636,4.0,4.0,-15908000.0,149.0,1.0,1.0,3.0,3.0
2013,2019-09-01,833,4Th Ave. Safety Improvements Phase II-Vision Zero,4TH AVENUE SAFETY IMPROVEMENTS PHASE II - VISION ZERO GREAT STREETS,Streets and Roadways,,DDC,DOT,Construction Procurement,2017-06-01,62844000.0,4375000.0,-11533000.0,2022-04-06,154.0,303.0,74377000.0,2021-06-07,1467.0,0.058821947645105344,-0.15506137650079999,0.10497614178595774,0.2065439672801636,4.0,4.0,-11533000.0,303.0,1.0,1.0,4.0,4.0
2020,2019-01-01,837,Supreme Courthouse Fire Alarm/ Protection Upgrade,"Fire Alarm Upgrade and Sprinkler Installation at 851 Grand Concourse, Bronx Supreme Court.",Public Safety and Criminal Justice,,DDC,DCAS,Design,2018-07-11,43180390.0,0.0,12019610.0,2023-10-06,0.0,95.0,43180390.0,2023-10-06,1913.0,0.0,0.2783580694847823,0.0,0.04966021955044433,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2019-05-01,837,Supreme Courthouse Fire Alarm/ Protection Upgrade,"Bronx Supreme Court, Fire Alarm, Sprinkler, 851 Grand Concourse - Replace the existing fire alarm system and install a new sprinkler system.",Public Safety and Criminal Justice,,DDC,DCAS,Design,2018-07-11,55200000.0,12019610.0,12019610.0,2024-01-09,95.0,95.0,43180390.0,2023-10-06,1913.0,0.2783580694847823,0.2783580694847823,0.04966021955044433,0.04966021955044433,1.0,1.0,12019610.0,95.0,1.0,1.0,1.0,1.0
2018,2019-09-01,837,Supreme Courthouse Fire Alarm/ Protection Upgrade,"Bronx Supreme Court, Fire Alarm, Sprinkler, 851 Grand Concourse - Replace the existing fire alarm system and install a new sprinkler system.",Public Safety and Criminal Justice,,DDC,DCAS,Design,2018-07-11,55200000.0,0.0,12019610.0,2024-01-09,0.0,95.0,43180390.0,2023-10-06,1913.0,0.0,0.2783580694847823,0.0,0.04966021955044433,1.0,1.0,12019610.0,95.0,0.0,0.0,1.0,1.0
2023,2019-01-01,838,ELECTRICAL AND FIRE UPGRADE CRIMINAL COURTHOUSE,ELECTRICAL AND FIRE UPGRADE CRIMINAL COURTHOUSE,Public Safety and Criminal Justice,,DDC,DCAS,Design,2018-04-10,49812526.69,0.0,49230473.31,2023-10-31,0.0,42.0,49812526.69,2023-10-31,2030.0,0.0,0.9883151203386589,0.0,0.020689655172413793,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2019-05-01,838,ELECTRICAL AND FIRE UPGRADE CRIMINAL COURTHOUSE,"Queens Criminal Court, Electrical and Fire Alarm, 125-01 Queens Boulevard - Upgrade of the Electrical and Fire Alarm systems including emergency back-up generator and associated electrical, mechanical, architectural and structural components.",Public Safety and Criminal Justice,,DDC,DCAS,Design,2018-04-10,99043000.0,49230473.0,49230473.31,2023-10-31,0.0,42.0,49812526.69,2023-10-31,2030.0,0.9883151141153246,0.9883151203386589,0.0,0.020689655172413793,1.0,1.0,49230473.0,0.0,1.0,0.0,1.0,0.0
2021,2019-09-01,838,ELECTRICAL AND FIRE UPGRADE CRIMINAL COURTHOUSE,"Queens Criminal Court, Electrical and Fire Alarm, 125-01 Queens Boulevard - Upgrade of the Electrical and Fire Alarm systems including emergency back-up generator and associated electrical, mechanical, architectural and structural components.",Public Safety and Criminal Justice,,DDC,DCAS,Design,2018-04-10,99043000.0,0.0,49230473.31,2023-12-12,42.0,42.0,49812526.69,2023-10-31,2030.0,0.0,0.9883151203386589,0.020689655172413793,0.020689655172413793,1.0,1.0,49230473.0,42.0,0.0,1.0,1.0,1.0
2025,2019-05-01,840,"Asphalt Plant, 30-01 Harper St, Queens Demo/Cons","Demolition and rebuild of the existing structures housing the equipment and related facilities necessary for the production, storage and distribution of asphalt at the NYC Harper Street Asphalt Plant facility. All of the existing equipment, storage facilities, and related buildings will be replaced with a new state of the art plant. In addition, the work will involve installing sanitary and storm drainage systems to comply with current government regulatory standard",Industrial Development,,DDC,DOT,Design,2019-04-03,41777000.0,1063745.0,1063745.0,2023-12-04,175.0,237.0,40713255.0,2023-06-12,1531.0,0.026127731619591702,0.026127731619591702,0.11430437622468975,0.15480078380143697,1.0,2.0,1063745.0,175.0,1.0,1.0,1.0,1.0
2024,2019-09-01,840,"Asphalt Plant, 30-01 Harper St, Queens Demo/Cons","Demolition and rebuild of the existing structures housing the equipment and related facilities necessary for the production, storage and distribution of asphalt at the NYC Harper Street Asphalt Plant facility. All of the existing equipment, storage facilities, and related buildings will be replaced with a new state of the art plant. In addition, the work will involve installing sanitary and storm drainage systems to comply with current government regulatory standard",Industrial Development,,DDC,DOT,Design,2019-04-03,41777000.0,0.0,1063745.0,2024-02-04,62.0,237.0,40713255.0,2023-06-12,1531.0,0.0,0.026127731619591702,0.040496407576747225,0.15480078380143697,1.0,2.0,1063745.0,237.0,0.0,1.0,1.0,2.0
2028,2019-01-01,841,NEW UTRECH LIBRARY MAJOR RENOVATIONS,"Comprehensive interior and exterior renovation, which includes HVAC, BMS, FA, roof and envelope.",Libraries,,DDC,BPL,Design,2018-06-27,26368000.0,0.0,0.0,2024-08-31,0.0,16.0,26368000.0,2024-08-31,2257.0,0.0,0.0,0.0,0.007089056269384138,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,2019-05-01,841,NEW UTRECH LIBRARY MAJOR RENOVATIONS,"New Utrech branch library is a comprehensive interior and exterior renovation which includes new fire alarm/ BMS, new interior layout, new HVAC, new roof, exterior rehabilitation and landscape.",Libraries,,DDC,BPL,Design,2018-06-27,26368000.0,0.0,0.0,2024-06-18,-74.0,16.0,26368000.0,2024-08-31,2257.0,0.0,0.0,-0.03278688524590164,0.007089056269384138,0.0,2.0,0.0,-74.0,0.0,1.0,0.0,1.0
2026,2019-09-01,841,NEW UTRECH LIBRARY MAJOR RENOVATIONS,"New Utrech branch library is a comprehensive interior and exterior renovation which includes new fire alarm/ BMS, new interior layout, new HVAC, new roof, exterior rehabilitation and landscape.",Libraries,,DDC,BPL,Design,2018-06-27,26368000.0,0.0,0.0,2024-09-16,90.0,16.0,26368000.0,2024-08-31,2257.0,0.0,0.0,0.03987594151528578,0.007089056269384138,0.0,2.0,0.0,16.0,0.0,1.0,0.0,2.0
2032,2018-08-01,842,PERIMETER SECURITY MEASURES,Perimeter security measures at various locations in Manhattan,Industrial Development,,DDC,DOT,Construction,2018-04-02,26970000.0,0.0,600000.0,2019-07-22,0.0,180.0,26970000.0,2019-07-22,476.0,0.0,0.02224694104560623,0.0,0.37815126050420167,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,2019-01-01,842,PERIMETER SECURITY MEASURES,Perimeter security measures at various locations in Manhattan,Industrial Development,,DDC,DOT,Construction,2018-04-02,27571000.0,601000.0,600000.0,2020-01-18,180.0,180.0,26970000.0,2019-07-22,476.0,0.02228401928068224,0.02224694104560623,0.37815126050420167,0.37815126050420167,2.0,1.0,601000.0,180.0,1.0,1.0,1.0,1.0
2030,2019-05-01,842,PERIMETER SECURITY MEASURES,Perimeter security measures at various locations in Manhattan,Industrial Development,,DDC,DOT,Construction,2018-04-02,27570000.0,-1000.0,600000.0,2020-01-18,0.0,180.0,26970000.0,2019-07-22,476.0,-3.707823507601038e-05,0.02224694104560623,0.0,0.37815126050420167,2.0,1.0,600000.0,180.0,1.0,0.0,2.0,1.0
2029,2019-09-01,842,PERIMETER SECURITY MEASURES,Perimeter security measures at various locations in Manhattan,Industrial Development,,DDC,DOT,Construction,2018-04-02,27570000.0,0.0,600000.0,2020-01-18,0.0,180.0,26970000.0,2019-07-22,476.0,0.0,0.02224694104560623,0.0,0.37815126050420167,2.0,1.0,600000.0,180.0,0.0,0.0,2.0,1.0
2036,2018-08-01,843,SOUTH BROOKLYN CROSSTOWN SBS,Southern Brooklyn Crosstown Bus Roue Improvements,Industrial Development,,DDC,DOT,Design,2018-07-17,81809000.0,0.0,1100000.0,2024-08-01,0.0,104.0,81809000.0,2024-08-01,2207.0,0.0,0.013445953379212556,0.0,0.04712279111916629,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,2019-01-01,843,SOUTH BROOKLYN CROSSTOWN SBS,Southern Brooklyn Crosstown Bus Roue Improvements,Industrial Development,,DDC,DOT,Design,2018-07-17,82809000.0,1000000.0,1100000.0,2025-09-20,415.0,104.0,81809000.0,2024-08-01,2207.0,0.012223593981102324,0.013445953379212556,0.18803806071590395,0.04712279111916629,2.0,2.0,1000000.0,415.0,1.0,1.0,1.0,1.0
2034,2019-05-01,843,SOUTH BROOKLYN CROSSTOWN SBS,The construction of Southern Brooklyn Crosstown Select Bus Service (SBS),Industrial Development,,DDC,DOT,Design,2018-07-17,82909000.0,100000.0,1100000.0,2024-11-13,-311.0,104.0,81809000.0,2024-08-01,2207.0,0.0012223593981102324,0.013445953379212556,-0.14091526959673764,0.04712279111916629,2.0,2.0,1100000.0,104.0,1.0,1.0,2.0,2.0
2033,2019-09-01,843,SOUTH BROOKLYN CROSSTOWN SBS,The construction of Southern Brooklyn Crosstown Select Bus Service (SBS),Industrial Development,,DDC,DOT,Design,2018-07-17,82909000.0,0.0,1100000.0,2024-11-13,0.0,104.0,81809000.0,2024-08-01,2207.0,0.0,0.013445953379212556,0.0,0.04712279111916629,2.0,2.0,1100000.0,104.0,0.0,0.0,2.0,2.0
2040,2018-08-01,844,KENT AVENUE SOUTH,Reconstruction of Kent Avenue South Section of Brooklyn Waterfront Greenway from Clymer Street to Williamsburg Street West,Streets and Roadways,,DDC,DOT,Construction,2013-08-14,9770000.0,0.0,23163000.0,2019-11-16,0.0,180.0,9770000.0,2019-11-16,2285.0,0.0,2.3708290685772773,0.0,0.0787746170678337,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,2019-01-01,844,KENT AVENUE SOUTH,Reconstruction of Kent Avenue South Section of Brooklyn Waterfront Greenway from Clymer Street to Williamsburg Street West,Streets and Roadways,,DDC,DOT,Construction,2013-08-14,32703000.0,22933000.0,23163000.0,2020-01-29,74.0,180.0,9770000.0,2019-11-16,2285.0,2.3472876151484137,2.3708290685772773,0.03238512035010941,0.0787746170678337,2.0,2.0,22933000.0,74.0,1.0,1.0,1.0,1.0
2038,2019-05-01,844,KENT AVENUE SOUTH,Reconstruction of Kent Avenue South section of the Brooklyn Waterfront Greenway from Clymer Street to Williamsburg Street West.,Streets and Roadways,,DDC,DOT,Construction,2013-08-14,32933000.0,230000.0,23163000.0,2020-05-14,106.0,180.0,9770000.0,2019-11-16,2285.0,0.02354145342886387,2.3708290685772773,0.04638949671772429,0.0787746170678337,2.0,2.0,23163000.0,180.0,1.0,1.0,2.0,2.0
2037,2019-09-01,844,KENT AVENUE SOUTH,Reconstruction of Kent Avenue South section of the Brooklyn Waterfront Greenway from Clymer Street to Williamsburg Street West.,Streets and Roadways,,DDC,DOT,Construction,2013-08-14,32933000.0,0.0,23163000.0,2020-05-14,0.0,180.0,9770000.0,2019-11-16,2285.0,0.0,2.3708290685772773,0.0,0.0787746170678337,2.0,2.0,23163000.0,180.0,0.0,0.0,2.0,2.0
2042,2019-05-01,845,"RECONST. OF COLUMBIA ST., PH II/BED-768B/SEK002321","Roadway reconstruction including new sewers, water main, street lighting and traffic signals: Columbia Street south of Hamilton Avenue.",Streets and Roadways,,DDC,DOT,Design,2019-07-01,113874000.0,0.0,0.0,2024-07-14,0.0,0.0,113874000.0,2024-07-14,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041,2019-09-01,845,"RECONST. OF COLUMBIA ST., PH II/BED-768B/SEK002321","Roadway reconstruction including new sewers, water main, street lighting and traffic signals: Columbia Street south of Hamilton Avenue.",Streets and Roadways,,DDC,DOT,Design,2019-07-01,113874000.0,0.0,0.0,2024-07-14,0.0,0.0,113874000.0,2024-07-14,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,2019-05-01,847,SOUTHEAST QUEENS PRIORITY GRIDS - GROUP 2,SOUTHEAST QUEENS PRIORITY GRIDS - GROUP 2,Streets and Roadways,,DDC,DOT,Design,2018-10-09,44050000.0,25549000.0,25549000.0,2024-07-10,-65.0,210.0,18501000.0,2024-09-13,2166.0,1.380952380952381,1.380952380952381,-0.030009233610341645,0.09695290858725762,1.0,2.0,25549000.0,-65.0,1.0,1.0,1.0,1.0
2043,2019-09-01,847,SOUTHEAST QUEENS PRIORITY GRIDS - GROUP 2,SOUTHEAST QUEENS PRIORITY GRIDS - GROUP 2,Streets and Roadways,,DDC,DOT,Design,2018-10-09,44050000.0,0.0,25549000.0,2025-04-11,275.0,210.0,18501000.0,2024-09-13,2166.0,0.0,1.380952380952381,0.12696214219759927,0.09695290858725762,1.0,2.0,25549000.0,210.0,0.0,1.0,1.0,2.0
2048,2018-08-01,848,NEW STORM & COMBINED SEWERS IN 9TH STREET,Construction of Storm and Combined Sewers in 9th Street,Sewers,,DDC,DEP,Construction Procurement,2014-10-01,29834000.0,0.0,-1000.0,2024-11-26,0.0,-1268.0,29834000.0,2024-11-26,3709.0,0.0,-3.351880404907153e-05,0.0,-0.3418711242922621,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2047,2019-01-01,848,NEW STORM & COMBINED SEWERS IN 9TH STREET,Construction of Storm and Combined Sewers in 9th Street,Sewers,,DDC,DEP,Construction,2014-10-01,29833000.0,-1000.0,-1000.0,2021-06-07,-1268.0,-1268.0,29834000.0,2024-11-26,3709.0,-3.351880404907153e-05,-3.351880404907153e-05,-0.3418711242922621,-0.3418711242922621,1.0,1.0,-1000.0,-1268.0,1.0,1.0,1.0,1.0
2046,2019-05-01,848,NEW STORM & COMBINED SEWERS IN 9TH STREET,"New Storm and Combined Sewers and Water Main work in 9th Street between 2nd Ave and Gowanus canal, Brooklyn",Sewers,,DDC,DEP,Construction,2014-10-01,29833000.0,0.0,-1000.0,2021-06-07,0.0,-1268.0,29834000.0,2024-11-26,3709.0,0.0,-3.351880404907153e-05,0.0,-0.3418711242922621,1.0,1.0,-1000.0,-1268.0,0.0,0.0,1.0,1.0
2045,2019-09-01,848,NEW STORM & COMBINED SEWERS IN 9TH STREET,"New Storm and Combined Sewers and Water Main work in 9th Street between 2nd Ave and Gowanus canal, Brooklyn",Sewers,,DDC,DEP,Construction,2014-10-01,29833000.0,0.0,-1000.0,2021-06-07,0.0,-1268.0,29834000.0,2024-11-26,3709.0,0.0,-3.351880404907153e-05,0.0,-0.3418711242922621,1.0,1.0,-1000.0,-1268.0,0.0,0.0,1.0,1.0
2052,2018-08-01,849,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,High Level Storm Sewer Installation and Water Main Replacement in Gowanus Canal Phase II in the Borough of Brooklyn.,Sewers,,DDC,DEP,Construction Procurement,2016-09-30,33680000.0,0.0,903000.0,2021-03-30,0.0,183.0,33680000.0,2021-03-30,1642.0,0.0,0.026811163895486937,0.0,0.11144945188794153,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,2019-01-01,849,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,High Level Storm Sewer Installation and Water Main Replacement in Gowanus Canal Phase II in the Borough of Brooklyn.,Sewers,,DDC,DEP,Construction,2016-09-30,34191000.0,511000.0,903000.0,2021-09-29,183.0,183.0,33680000.0,2021-03-30,1642.0,0.015172209026128265,0.026811163895486937,0.11144945188794153,0.11144945188794153,2.0,1.0,511000.0,183.0,1.0,1.0,1.0,1.0
2050,2019-05-01,849,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,"High Level Storm and Combine Sewer installation and Water Main replacement in Gowanus Canal Area Phase-2, Brooklyn.",Sewers,,DDC,DEP,Construction,2016-09-30,34583000.0,392000.0,903000.0,2021-09-29,0.0,183.0,33680000.0,2021-03-30,1642.0,0.01163895486935867,0.026811163895486937,0.0,0.11144945188794153,2.0,1.0,903000.0,183.0,1.0,0.0,2.0,1.0
2049,2019-09-01,849,HIGH LEVEL STM SEWERS IN GOWANUS CANAL AREA-PH II,"High Level Storm and Combine Sewer installation and Water Main replacement in Gowanus Canal Area Phase-2, Brooklyn.",Sewers,,DDC,DEP,Construction,2016-09-30,34583000.0,0.0,903000.0,2021-09-29,0.0,183.0,33680000.0,2021-03-30,1642.0,0.0,0.026811163895486937,0.0,0.11144945188794153,2.0,1.0,903000.0,183.0,0.0,0.0,2.0,1.0
2056,2018-08-01,850,253 Broadway NYC. Fire Alarm Raplacement,"Installation of new building wide fire alarm, sprinkler distribution and BMS system throughout building.",Other Government Facilities,,DDC,DCAS,Design,2018-01-22,39342000.0,0.0,-9708000.0,2022-09-30,0.0,-148.0,39342000.0,2022-09-30,1712.0,0.0,-0.24675918865334756,0.0,-0.08644859813084112,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2055,2019-01-01,850,253 Broadway NYC. Fire Alarm Raplacement,"Installation of new building wide fire alarm, sprinkler distribution and BMS system throughout building.",Other Government Facilities,,DDC,DCAS,Design,2018-01-22,41516985.4,2174985.0,-9708000.0,2022-09-30,0.0,-148.0,39342000.0,2022-09-30,1712.0,0.05528404758273601,-0.24675918865334756,0.0,-0.08644859813084112,2.0,2.0,2174985.0,0.0,1.0,0.0,1.0,0.0
2054,2019-05-01,850,253 Broadway NYC. Fire Alarm Raplacement,Installation of new building wide fire alarm and sprinkler distribution for 253 Broadway,Other Government Facilities,,DDC,DCAS,Design,2018-01-22,29634000.0,-11882985.0,-9708000.0,2022-03-04,-210.0,-148.0,39342000.0,2022-09-30,1712.0,-0.3020432362360836,-0.24675918865334756,-0.12266355140186916,-0.08644859813084112,2.0,2.0,-9708000.0,-210.0,1.0,1.0,2.0,1.0
2053,2019-09-01,850,253 Broadway NYC. Fire Alarm Raplacement,Installation of new building wide fire alarm and sprinkler distribution for 253 Broadway,Other Government Facilities,,DDC,DCAS,Design,2018-01-22,29634000.0,0.0,-9708000.0,2022-05-05,62.0,-148.0,39342000.0,2022-09-30,1712.0,0.0,-0.24675918865334756,0.036214953271028034,-0.08644859813084112,2.0,2.0,-9708000.0,-148.0,0.0,1.0,2.0,2.0
2060,2018-08-01,851,FUEL TANK REPLACEMENT,"Upgrading, decommissioning, or replacement of petroleum product storage tanks at approximately 50 sites (multi-agency) in Brooklyn and Staten Island.",Industrial Development,,DDC,DCAS,Design,2017-10-30,31493000.0,0.0,0.0,2021-10-14,0.0,0.0,31493000.0,2021-10-14,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,2019-01-01,851,FUEL TANK REPLACEMENT,"Upgrading, decommissioning, or replacement of petroleum product storage tanks at approximately 50 sites (multi-agency) in Brooklyn and Staten Island.",Industrial Development,,DDC,DCAS,Construction,2017-10-30,31493000.0,0.0,0.0,2021-10-14,0.0,0.0,31493000.0,2021-10-14,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,2019-05-01,851,FUEL TANK REPLACEMENT,"The scope of work consists of providing all necessary construction management, design, and  r.onstruction services required to perform ail phases of the project: Surveying, tank testing,  investigation, design, construction, and construction management for the closure, removal, upgrade,  or replacement of petroieum product storage tanks at various City owned sites. This work must  comply with all local, state, nnd federal laws nnd regulations governing tanks and associated work.    The general scope of work for tank replacement includes:    File NYSDEC PBS application; mobilization; securing all required NYC agency approvals & permits;  site survey; geophysical survey; drilling for laboratory soil and groundwater samples; crane & rigging;  saw cutting; demo & disposal of old tanks, piping, and concrete vaults; dewatering� of excavation; tank  bottom sludge removal & disposal; remove/transfer/dispose product; laboratory analysis of soil and  groundwater; excavate, remove, dispose incidental contaminated soil; install shoring, new tanks and  tan�k sumps, piping, monitoring and leak detection system, overfill protection and alarms, electrical  wiring; construction of concrete slabs and block piers; backfill excavation; resurfacing; demobilization;  performance of a closeout investigation and the preparation and filing of appropriate reports;  obtaining FDNY and DOB closeout documents; preparing """"As-built"""" drawings.",Industrial Development,,DDC,DCAS,Construction,2017-10-30,31493000.0,0.0,0.0,2021-10-14,0.0,0.0,31493000.0,2021-10-14,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
